,고객번호,성별,연령대,거주지역,14년 상반기 구매총액,14년 하반기 구매총액,15년 상반기 구매총액,15년 하반기 구매총액,14년도총구매액,15년도총구매액,식품_1,식품_2,식품_3,식품_4,생활_1,생활_2,생활_3,생활_4,잡화_1,잡화_2,잡화_3,잡화_4,화장품_1,화장품_2,화장품_3,화장품_4,시설_1,시설_2,시설_3,시설_4,문화_1,문화_2,문화_3,문화_4,의류_1,의류_2,의류_3,의류_4,가구_1,가구_2,가구_3,가구_4,아동_1,아동_2,아동_3,아동_4,스포츠_레저_1,스포츠_레저_2,스포츠_레저_3,스포츠_레저_4,악세사리_1,악세사리_2,악세사리_3,악세사리_4,전자제품_1,전자제품_2,전자제품_3,전자제품_4
5041,4405,F,45세~49세,24.0,37365178,41391122,22818594,28637808,78756300,51456402,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0
5042,5163,F,45세~49세,460.0,2172824,3427174,2883500,2197524,5599998,5081024,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5043,3351,F,50세~54세,55.0,14691270,20359138,29172184,15567898,35050408,44740082,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0
5044,160,F,60세이상,100.0,10804966,8069156,13121968,9444950,18874122,22566918,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
5045,8753,F,35세~39세,100.0,6420038,4708574,5127000,1878036,11128612,7005036,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5046,11010,F,40세~44세,100.0,4711282,4402114,5225570,4086544,9113396,9312114,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5047,6579,F,40세~44세,100.0,6222774,5976208,6247882,5597634,12198982,11845516,3.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5048,6176,F,40세~44세,30.0,77515518,82734340,60510352,80455422,160249858,140965774,2.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0
5049,8229,F,35세~39세,570.0,6660814,7570478,7546584,5569206,14231292,13115790,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
5050,13084,F,50세~54세,610.0,7609222,4898924,3239034,6955004,12508146,10194038,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5051,6883,F,40세~44세,100.0,17439758,7137452,10432496,7699196,24577210,18131692,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0
5052,3349,F,50세~54세,360.0,7735840,6949374,8587646,6601092,14685214,15188738,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5053,17715,F,40세~44세,460.0,20383806,18173594,35251012,13495974,38557400,48746986,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0
5054,6654,F,40세~44세,100.0,5696050,3478716,482808,1273474,9174766,1756282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
5055,2403,F,50세~54세,100.0,6299500,4706526,5650592,3489260,11006026,9139852,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5056,12702,F,40세~44세,100.0,16450386,18273694,11290418,17638312,34724080,28928730,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,3.0
5057,2294,F,50세~54세,210.0,4692860,6227282,6667474,4597010,10920142,11264484,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5058,8885,F,35세~39세,360.0,10556582,20260786,7648518,1197670,30817368,8846188,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
5059,7422,F,40세~44세,100.0,6012450,5925144,6230842,6070598,11937594,12301440,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5060,4197,F,45세~49세,500.0,34290586,25187346,53722026,35311614,59477932,89033640,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0
5061,9330,F,30세~34세,100.0,20980066,15625468,12674716,9100742,36605534,21775458,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,4.0,4.0,0.0,3.0
5062,9325,F,30세~34세,87.0,128225084,50517054,64202198,27891744,178742138,92093942,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,3.0,0.0
5063,11115,F,40세~44세,570.0,10970522,9510568,9264974,9877474,20481090,19142448,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5064,2593,F,50세~54세,10.0,10008140,12670290,10202698,7730646,22678430,17933344,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0
5065,2389,F,50세~54세,16.0,9397936,10296352,5886812,6881546,19694288,12768358,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0
5066,696,F,60세이상,100.0,10049690,14881350,2434118,7232308,24931040,9666426,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0
5067,9183,F,35세~39세,100.0,5363544,4016914,5581954,5984004,9380458,11565958,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5068,10448,F,40세~44세,100.0,4853954,3364346,2829088,2610760,8218300,5439848,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5069,14146,F,55세~59세,43.0,6316208,6912368,6002198,4694072,13228576,10696270,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
5070,615,F,60세이상,16.0,13172454,11945288,19122412,8123190,25117742,27245602,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0
5071,13667,F,40세~44세,410.0,7807510,5886662,6981954,6521252,13694172,13503206,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
5072,2955,F,50세~54세,310.0,3023702,2283202,2360246,2752452,5306904,5112698,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,7818,F,40세~44세,100.0,5340106,3814168,4759618,5776786,9154274,10536404,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5074,11752,F,35세~39세,540.0,3679336,3537458,5937452,3102688,7216794,9040140,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5075,15660,F,35세~39세,60.0,6858466,4626574,5993492,5488588,11485040,11482080,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5076,18371,F,20세~24세,10.0,1692434,1718368,696468,772762,3410802,1469230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
5077,14318,F,35세~39세,100.0,14162062,12789154,39782028,14468760,26951216,54250788,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0
5078,11127,F,45세~49세,460.0,14115002,9482178,9133090,10139832,23597180,19272922,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
5079,6758,F,40세~44세,100.0,6402026,5581904,6486356,6311564,11983930,12797920,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5080,2127,F,50세~54세,24.0,6929660,5096086,6309576,4277576,12025746,10587152,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
5081,17458,F,50세~54세,100.0,5155002,8100052,4514284,4995632,13255054,9509916,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5082,11232,F,50세~54세,270.0,5517234,4719878,3772630,4742572,10237112,8515202,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5083,12360,F,30세~34세,500.0,4765444,3671190,4445968,3741858,8436634,8187826,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5084,16765,F,55세~59세,65.0,9185640,7794098,11400486,3993112,16979738,15393598,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5085,10492,F,55세~59세,100.0,6472704,7560828,6730878,6885624,14033532,13616502,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5086,12396,F,40세~44세,100.0,13078492,15784574,10983090,13595734,28863066,24578824,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0
5087,11415,F,50세~54세,13.0,10860036,7565116,6772672,8238092,18425152,15010764,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
5088,16685,F,35세~39세,100.0,4246974,3047346,4336298,3305060,7294320,7641358,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5089,16809,F,25세~29세,43.0,23127380,7476444,4527510,1117512,30603824,5645022,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
5090,12277,F,55세~59세,210.0,8921506,7976080,8912322,7018592,16897586,15930914,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
5091,14182,F,45세~49세,610.0,15524808,10834896,13858306,14558398,26359704,28416704,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0
5092,8298,F,35세~39세,460.0,20271066,14527722,8704492,19048210,34798788,27752702,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0
5093,10914,F,55세~59세,100.0,11235596,7411068,7658798,7315342,18646664,14974140,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5094,10190,F,45세~49세,13.0,7211202,9372468,8779998,7289624,16583670,16069622,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
5095,13788,F,35세~39세,540.0,5612862,5411190,6000334,1950658,11024052,7950992,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5096,18595,F,50세~54세,100.0,5825820,6030190,5694298,5752030,11856010,11446328,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5097,14348,F,50세~54세,410.0,6506510,5534408,6668346,5025402,12040918,11693748,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5098,19122,F,35세~39세,100.0,7276040,6278866,9709232,6432444,13554906,16141676,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0
